"term","estimate","std.error","statistic","p.value"
"(Intercept)",149.272696657593,23.3823360363781,6.38399415804114,0.00139620165863483
"Weight",0.262397216063761,0.351243614338074,0.747051918817812,0.488651746878568
"GenderM",-2.12449134229505,15.5488953349258,-0.136632943790099,0.896652024585316
"GenderO",-4.76447394269358,19.0114155166879,-0.250611215062414,0.812087104058559
